time,position_0,position_1,position_2,position_3,position_4,position_5,position_6,position_7,position_8,position_9,position_10,position_11,position_12,position_13,position_14,position_15,position_16,position_17,position_18,position_19
1953.2734,0.2745343040797586,0.08154345654345653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1956.47,0.0,0.0,0.3143298059964727,0.08895086395086393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1959.6638,1.0,0.0,0.0,0.0,0.3397321428571428,0.05923546611627106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1962.8565,1.0,0.0,0.0,0.0,0.0,0.0,0.128929908475363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1966.0547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611111111111111,0.0828589812964813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1969.2488,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3397321428571428,0.06066176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1972.4396,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0906714812964813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975.6388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37040816326530607,0.03774928774928775,0.0,0.0,0.0,0.0,0.0,0.0
1978.8299,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045835728508170484,0.0,0.0,0.0,0.0,0.0
1982.0275,0.007443696229051465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2006.986,0.2928968253968254,0.0906714812964813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010.1826,0.0,0.0,0.37040816326530607,0.0828589812964813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013.3782,1.0,0.0,0.0,0.0,0.3397321428571428,0.1769047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016.5755,0.0,0.0,0.0,0.0,0.0,0.0,0.611111111111111,0.14109748276414943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019.7692,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611111111111111,0.2454081632653061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022.9671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1688752605419272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2026.1589,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.06994586296056883,0.0,0.0,0.0,0.0,0.0,0.0
2029.3571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14831800144300145,0.0,0.0,0.0,0.0,0.0
2032.5559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611111111111111,0.006993691052855283,0.0,0.0,0.0
2035.7487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00730082625468611,0.0,0.0
2038.9414,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007664148005217023,0.0
2042.1422,0.00411731899599068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2060.9482,0.2745343040797586,0.06686507936507936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2064.1451,0.0,0.0,0.24462567347182732,0.05895969498910675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2067.341,1.0,0.0,0.0,0.0,0.16558778523064238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2070.5376,0.0,0.0,0.0,0.0,0.0,1.0,0.3397321428571428,0.18988095238095237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2073.7291,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.611111111111111,0.11210005272505272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2076.92,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45666666666666667,0.013518452121912827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2080.1105,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014947597427508017,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2083.3032,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017120311761060446,0.0,0.0,0.0,0.0,0.0,0.0
2086.5034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02005358646588305,0.0,0.0,0.0,0.0,0.0
2089.6945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023863728893710256,0.0,0.0,0.0,0.0
2092.894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02911436029686991,0.0,0.0,0.0
2096.0855,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03724223140479298,0.0,0.0
2099.276,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04912316474101371,0.0
2113.7768,0.21129556207681208,0.09141414141414143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2116.9734,0.0,0.0,0.31432980599647264,0.0906714812964813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2120.1709,0.0,0.0,0.0,0.0,0.3704081632653061,0.11210005272505272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2123.3691,0.0,0.0,0.0,0.0,0.0,0.0,0.45666666666666667,0.0027702248209650563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2126.5619,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0028533438469287367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2129.7572,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00295451704660307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2132.9474,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030536700125263815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2136.1446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003149864100974494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2139.3425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032523163030029347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2142.5346,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033559566499003785,0.0,0.0,0.0,0.0,0.0,0.0
2145.7255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034544478356380295,0.0,0.0,0.0,0.0,0.0
2148.9205,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035526332514049424,0.0,0.0,0.0,0.0
2152.1145,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036498295047877353,0.0,0.0,0.0
2155.3143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037526226271132356,0.0,0.0
2158.5032,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038537314667857,0.0
2161.7011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039528161978144415
2170.6871,0.12186671353338019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2173.8827,1.0,0.5208333333333333,0.08762708825402324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2177.079,1.0,0.0,0.0,0.45666666666666667,0.0024662699922051987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2180.274,1.0,0.0,0.0,0.0,0.0,0.0025513303662577577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2183.4719,0.0,0.0,0.0,0.0,0.0,0.0,0.0026528683473712876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2186.663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027551136823684447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2189.8558,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002853343846928737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2193.0511,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00295451704660307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2196.2413,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030536700125263815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2199.4386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031498641009744936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2202.6364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032523163030029356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2205.8286,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033559566499003785,0.0,0.0,0.0,0.0,0.0,0.0
2209.0194,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034544478356380295,0.0,0.0,0.0,0.0,0.0
2212.2144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003552633251404942,0.0,0.0,0.0,0.0
2215.4084,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036498295047877353,0.0,0.0,0.0
2218.6082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003752622627113236,0.0,0.0
2221.7972,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038537314667857,0.0
2224.995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039528161978144415
2228.1852,0.0020812398232613045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2231.3802,1.0,0.0021532542780352765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2234.5724,1.0,0.0,0.0022551727104635107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2237.7622,0.75,0.0,0.0,0.002356064572131563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2240.9524,1.0,0.0,0.0,0.0,0.0024543018356218754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2244.1474,1.0,0.0,0.0,0.0,0.0,0.002551330366257758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2247.3453,0.0,0.0,0.0,0.0,0.0,0.0,0.002652868347371288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2250.5365,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027551136823684447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2253.7292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002853343846928737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2256.9246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00295451704660307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260.1148,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030536700125263815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2263.312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003149864100974494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2266.5099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032523163030029347,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2269.702,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033559566499003785,0.0,0.0,0.0,0.0,0.0,0.0
2272.8928,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034544478356380295,0.0,0.0,0.0,0.0,0.0
2276.0878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003552633251404942,0.0,0.0,0.0,0.0
2279.2819,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003649829504787735,0.0,0.0,0.0
2282.4817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037526226271132356,0.0,0.0
2285.6706,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0038537314667857,0.0
2288.8685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039528161978144415
2292.0587,0.002051695784152214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2295.2537,1.0,0.002153254278035276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2298.4458,1.0,0.0,0.0022551727104635107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2301.6357,0.75,0.0,0.0,0.0023560645721315628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2304.8259,1.0,0.0,0.0,0.0,0.0024543018356218754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2308.0209,1.0,0.0,0.0,0.0,0.0,0.002551330366257758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2311.2188,0.0,0.0,0.0,0.0,0.0,0.0,0.002652868347371288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2314.4099,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027551136823684447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2317.6027,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002853343846928737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
