time,req_id,current_decode_position,memory_freed,running_count_same_position,total_running_count
7196.8724,36752,0,20,35,338
7196.8724,36753,0,20,34,337
7196.8724,36748,0,20,39,342
7196.8724,36749,0,20,38,341
7196.8724,36750,0,20,37,340
7196.8724,36751,0,20,36,339
7200.0668,36813,0,20,14,336
7200.0668,36814,0,20,13,335
7200.0668,36815,0,20,12,334
7200.0668,36816,0,20,11,333
7200.0668,36817,0,20,10,332
7200.0668,36818,0,20,9,331
7200.0668,36754,0,20,19,341
7200.0668,36755,0,20,18,340
7200.0668,36810,0,20,17,339
7200.0668,36811,0,20,16,338
7200.0668,36812,0,20,15,337
7200.0668,36752,0,20,21,343
7200.0668,36753,0,20,20,342
7200.0668,36748,0,20,25,347
7200.0668,36749,0,20,24,346
7200.0668,36750,0,20,23,345
7200.0668,36751,0,20,22,344
7203.2643,36754,0,20,24,336
7203.2643,36755,0,20,23,335
7203.2643,36810,0,20,22,334
7203.2643,36811,0,20,21,333
7203.2643,36812,0,20,20,332
7203.2643,36752,0,20,26,338
7203.2643,36753,0,20,25,337
7203.2643,36748,0,20,30,342
7203.2643,36749,0,20,29,341
7203.2643,36750,0,20,28,340
7203.2643,36751,0,20,27,339
7206.4590,36752,0,20,18,333
7206.4590,36753,0,20,17,332
7206.4590,36748,0,20,22,337
7206.4590,36749,0,20,21,336
7206.4590,36750,0,20,20,335
7206.4590,36751,0,20,19,334
7209.6572,36852,0,20,19,336
7209.6572,36853,0,20,18,335
7209.6572,36854,0,20,17,334
7209.6572,36855,0,20,16,333
7209.6572,36856,0,20,15,332
7209.6572,36857,0,20,14,331
